Synset,Labels,res_nrdirhypos,res_nrdirhypers,res_nrhypos,res_depthfromtopsynset,res_glosslength,res_nroflemmas,res_freq,res_polyscore_max,res_polyscore_sum,res_wordlength,res_minwordlength,res_nrpartrels,res_nrmiscrels,res_ngrams_all_mean,res_ngrams_last_mean,res_ngrams_all_max,res_ngrams_last_max
b'persian_melon.n.02',l,0,1,0,10,82,1,0,2,2.0,13.0,13,0,0,3.638737924860358e-07,2.957957823124246e-09,3.638737924860358e-07,2.957957823124246e-09
b'watermelon.n.02',l,0,1,0,8,105,1,0,2,2.0,10.0,10,1,0,6.244385714704315e-05,1.3761750210505852e-06,6.244385714704315e-05,1.3761750210505852e-06
b'mombin.n.02',b,0,1,0,7,23,1,0,2,2.0,6.0,6,1,0,8.507320260475737e-07,1.4432460115898492e-08,8.507320260475737e-07,1.4432460115898492e-08
b'nectarine.n.02',b,0,1,0,7,57,1,0,2,2.0,9.0,9,1,0,2.4421455037781925e-05,1.887691070123765e-07,2.4421455037781925e-05,1.887691070123765e-07
b'papaw.n.02',b,0,1,0,7,50,2,0,3,2.5,5.5,5,1,0,1.1367484715307796e-05,8.957306540935407e-08,1.3365489445860136e-05,1.1708791802789165e-07
b'papaya.n.02',b,0,1,0,7,57,1,0,2,2.0,6.0,6,1,0,3.6772781563554346e-05,9.083534848741692e-07,3.6772781563554346e-05,9.083534848741692e-07
b'passion_fruit.n.01',b,3,1,3,7,104,1,0,1,1.0,13.0,13,1,0,4.088802097512723e-06,1.491213943438652e-07,4.088802097512723e-06,1.491213943438652e-07
b'bell_apple.n.01',l,0,1,0,8,50,4,0,2,1.25,11.75,9,1,0,5.758254858143075e-07,4.1723826425116295e-09,1.8889201020555468e-06,1.3497871709233776e-08
b'granadilla.n.04',l,0,1,0,8,80,1,0,4,4.0,10.0,10,2,0,2.706392448037498e-06,2.3248960978605737e-08,2.706392448037498e-06,2.3248960978605737e-08
b'sweet_calabash.n.02',l,0,1,0,8,44,1,0,2,2.0,14.0,14,1,0,7.07955310208508e-08,3.5226942890487223e-10,7.07955310208508e-08,3.5226942890487223e-10
b'peach.n.03',b,0,2,0,7,55,1,0,5,5.0,5.0,5,1,0,0.0004820072271058,4.76562172480044e-06,0.0004820072271058,4.76562172480044e-06
b'pear.n.01',b,4,2,4,7,61,1,3,2,2.0,4.0,4,1,0,0.0005973385000288,4.348221182226553e-06,0.0005973385000288,4.348221182226553e-06
b'anjou.n.02',l,0,1,0,8,39,1,0,2,2.0,5.0,5,0,0,3.286567875071533e-07,6.6175644963806235e-09,3.286567875071533e-07,6.6175644963806235e-09
b'bartlett.n.03',l,0,1,0,8,17,2,1,3,2.0,10.5,8,0,0,5.537559411572524e-07,3.0846474506629473e-09,1.0902049193406429e-06,6.071469549340236e-09
b'bosc.n.01',l,0,1,0,8,20,1,0,1,1.0,4.0,4,0,0,1.040356354259364e-06,5.1579620574671026e-09,1.040356354259364e-06,5.1579620574671026e-09
b'seckel.n.01',l,0,1,0,8,38,2,0,1,1.0,8.5,6,0,0,2.720360899807761e-07,2.8132406126868403e-09,3.884723772662469e-07,4.6867688618945635e-09
b'pineapple.n.02',b,0,1,0,7,89,2,0,2,2.0,7.5,6,1,0,7.638997247894075e-05,1.13149606928431e-06,0.0001436671064283,2.236703380731342e-06
b'pitahaya.n.02',b,0,1,0,7,97,1,0,2,2.0,8.0,8,1,0,2.500447046693832e-06,1.1415674627812676e-08,2.500447046693832e-06,1.1415674627812676e-08
b'plum.n.02',b,5,2,5,7,108,1,0,5,5.0,4.0,4,1,0,0.0004134400520001,3.995797669631429e-06,0.0004134400520001,3.995797669631429e-06
b'beach_plum.n.02',l,0,1,0,8,56,1,0,2,2.0,10.0,10,1,0,1.449010710752319e-06,1.1288883605686806e-08,1.449010710752319e-06,1.1288883605686806e-08
b'damson.n.01',l,0,1,0,8,35,2,0,3,2.0,8.5,6,1,0,6.314850706901076e-06,4.998221869723096e-08,1.212999517008484e-05,9.574561232739145e-08
b'greengage.n.01',l,0,1,0,8,46,2,0,1,1.0,11.5,9,0,0,1.6072646988954389e-06,1.5670338832096675e-08,2.8922201407155512e-06,2.9382698052415893e-08
b'sloe.n.03',l,0,1,0,8,66,1,0,3,3.0,4.0,4,2,0,2.5117120909357027e-05,1.902288175870126e-07,2.5117120909357027e-05,1.902288175870126e-07
b'victoria_plum.n.01',l,0,1,0,8,34,1,0,1,1.0,13.0,13,0,0,2.087672390932438e-07,1.9387089711386807e-09,2.087672390932438e-07,1.9387089711386807e-09
b'plumcot.n.02',l,0,1,0,7,31,1,0,2,2.0,7.0,7,1,0,5.53109273410124e-07,5.456109564150324e-09,5.53109273410124e-07,5.456109564150324e-09
b'pomegranate.n.02',b,0,1,0,7,87,1,0,2,2.0,11.0,11,1,0,0.000140582262162,1.3218759704614058e-06,0.000140582262162,1.3218759704614058e-06
b'prickly_pear.n.02',b,0,1,0,7,69,1,0,2,2.0,12.0,12,1,0,3.9114146945351536e-05,3.428395558557895e-07,3.9114146945351536e-05,3.428395558557895e-07
b'pulasan.n.02',b,0,1,0,7,64,2,0,2,2.0,7.5,7,1,0,5.7951626615537766e-08,6.986667633324116e-10,1.1590325323107553e-07,1.3973335266648235e-09
b'quandong.n.04',b,0,1,0,7,48,4,0,4,2.0,9.0,8,1,0,2.272393020627539e-07,4.806254297329282e-09,5.149358394684889e-07,1.4526990277374809e-08
b'quince.n.02',b,0,2,0,7,57,1,0,2,2.0,6.0,6,1,0,7.725591954965694e-05,5.943284122622572e-07,7.725591954965694e-05,5.943284122622572e-07
b'rambutan.n.02',b,0,1,0,7,70,2,0,2,2.0,8.0,8,1,0,1.0103601772448734e-06,1.8424788805759817e-08,2.0207203544897467e-06,3.684957761151964e-08
b'rose_apple.n.02',b,0,1,0,7,70,1,0,2,2.0,10.0,10,1,0,1.3070832320383197e-06,9.713306603487126e-09,1.3070832320383197e-06,9.713306603487126e-09
b'sapodilla.n.02',b,0,1,0,7,70,3,0,2,1.3333333333333333,9.666666666666666,6,1,0,2.1910067221445986e-06,2.3052094862604143e-08,3.5340923827398285e-06,3.4253787362104056e-08
b'sapote.n.02',b,0,1,0,7,46,3,0,4,2.333333333333333,8.666666666666666,6,1,0,1.7790637527580662e-06,1.3313666042310176e-08,2.979703578209758e-06,2.963933365407456e-08
b'sorb.n.01',b,0,1,0,7,26,2,0,2,2.0,7.0,4,1,0,3.121408319017513e-06,3.3770465658264366e-08,6.067708576029673e-06,6.678649810964998e-08
b'sour_gourd.n.02',b,0,1,0,7,41,2,0,3,2.0,11.0,10,1,0,4.260520948505542e-07,3.147195788699708e-09,7.130176492287088e-07,5.7855034096832014e-09
b'sour_gourd.n.03',b,0,1,0,7,74,1,0,3,3.0,10.0,10,1,0,1.3908654047239954e-07,5.088881677162148e-10,1.3908654047239954e-07,5.088881677162148e-10
b'tamarind.n.02',b,0,1,0,7,131,2,0,2,2.0,8.5,8,1,0,3.165852398187563e-05,2.988377165724643e-07,6.298941903537525e-05,5.901219140014291e-07
b'tangelo.n.02',l,0,1,0,7,86,3,0,2,1.6666666666666667,7.0,4,1,0,6.260462899060348e-07,8.97375114957318e-09,1.014124522802362e-06,1.4167137685205944e-08
b'windfall.n.01',h,0,1,0,7,35,1,0,2,2.0,8.0,8,0,0,8.199690317489683e-05,1.5457337667612592e-06,8.199690317489683e-05,1.5457337667612592e-06
b'hand_tool.n.01',h,41,1,156,8,31,1,2,1,1.0,9.0,9,1,0,5.112612841529085e-06,7.834035642417804e-08,5.112612841529085e-06,7.834035642417804e-08
b'awl.n.01',b,2,1,2,9,63,1,0,1,1.0,3.0,3,2,0,0.000119186485449,6.340112577163382e-07,0.000119186485449,6.340112577163382e-07
b'bradawl.n.01',l,0,1,0,10,55,2,0,2,1.5,7.0,7,0,0,6.957031783660916e-06,4.062894154444052e-08,1.0584081344688911e-05,4.5912567969708113e-08
b'scriber.n.01',l,0,1,0,10,55,3,0,5,2.333333333333333,8.0,6,0,0,0.0001279922998708,1.3193163547568314e-06,0.0003738925145171,3.90778700420924e-06
b'bevel.n.02',b,0,1,0,9,106,2,0,3,2.0,8.5,5,0,0,8.49145678167712e-05,5.792705625173866e-07,0.0001694286487818,1.1554675438674169e-06
b'bodkin.n.03',l,0,1,0,9,66,1,0,4,4.0,6.0,6,0,0,3.936452914032884e-05,1.9325034372741362e-07,3.936452914032884e-05,1.9325034372741362e-07
b'bodkin.n.04',l,0,1,0,9,49,2,0,4,2.5,7.0,6,0,0,2.0477782290667657e-05,1.0838794972656275e-07,3.936452914032884e-05,1.9325034372741362e-07
b'crank.n.04',b,1,1,1,9,63,2,0,10,8.5,6.0,5,0,0,0.0004583932164233,4.263827747763571e-06,0.0007159053688354,4.905466994387098e-06
b'crank_handle.n.01',l,0,1,0,10,29,2,0,1,1.0,13.5,12,0,0,3.603570071231133e-06,3.123727410070387e-08,3.7510274050189807e-06,3.423671834923425e-08
b'dibble.n.01',b,0,1,0,9,99,2,0,3,2.0,6.0,6,0,0,1.0611538574900605e-05,5.7050355106724744e-08,1.695658176892323e-05,7.787753197874282e-08
b'file.n.04',b,7,1,7,9,105,1,1,9,9.0,4.0,4,1,0,0.0047247588565824,0.0001375729807477,0.0047247588565824,0.0001375729807477
b'blunt_file.n.01',l,0,1,0,10,26,1,0,1,1.0,10.0,10,0,0,1.0557236581471009e-07,2.7420548470713513e-10,1.0557236581471009e-07,2.7420548470713513e-10
b'flat_file.n.01',l,0,1,0,10,29,1,0,1,1.0,9.0,9,0,0,4.912143094060184e-06,1.3567698076144552e-07,4.912143094060184e-06,1.3567698076144552e-07
b'nailfile.n.01',l,0,1,0,10,39,1,0,1,1.0,8.0,8,0,0,2.2305087818419447e-07,1.9521156913171467e-09,2.2305087818419447e-07,1.9521156913171467e-09
b'rasp.n.02',l,0,1,0,10,44,2,0,4,2.5,6.5,4,0,0,2.992374009881671e-05,3.7682826559137794e-07,5.931508705003807e-05,7.489861388876307e-07
b'rat-tail_file.n.01',l,0,1,0,10,47,1,0,1,1.0,13.0,13,0,0,1.265698856389719e-06,1.02122736933552e-08,1.265698856389719e-06,1.02122736933552e-08
b'round_file.n.01',l,0,1,0,10,70,1,0,1,1.0,10.0,10,0,0,3.6644170433586254e-06,2.7410731462396143e-08,3.6644170433586254e-06,2.7410731462396143e-08
b'taper_file.n.01',l,0,1,0,10,28,1,0,1,1.0,10.0,10,0,0,2.19999712162966e-07,8.81409861763771e-10,2.19999712162966e-07,8.81409861763771e-10
b'float.n.05',b,0,1,0,9,104,2,0,16,8.5,11.0,5,0,0,0.0006895381199451,6.924831257845709e-06,0.0013790235943815,1.384925189995556e-05
b'graver.n.01',b,1,1,1,9,26,4,0,4,1.75,8.25,6,0,0,9.661018022717044e-05,4.349538168593736e-07,0.0003819480133984,1.7259936271329934e-06
b'scauper.n.01',l,0,1,0,10,67,2,0,1,1.0,7.0,7,0,0,2.8962014943755e-07,1.3768590902824007e-09,5.358769698260435e-07,2.5789810287335513e-09
b'gutter.n.04',b,0,1,0,9,23,1,0,8,8.0,6.0,6,0,0,0.0003030611457859,3.034631276932487e-06,0.0003030611457859,3.034631276932487e-06
b'hammer.n.02',b,7,1,9,9,96,1,2,10,10.0,6.0,6,2,0,0.00138697185821,1.2596957276400644e-05,0.00138697185821,1.2596957276400644e-05
b'ball-peen_hammer.n.01',l,0,1,0,10,63,1,0,1,1.0,16.0,16,0,0,1.013051058540437e-06,2.1935134597583783e-08,1.013051058540437e-06,2.1935134597583783e-08
b'bricklayer's_hammer.n.01',l,0,1,0,10,30,1,0,1,1.0,19.0,19,0,0,9.336525307740429e-08,1.0265393396435839e-10,9.336525307740429e-08,1.0265393396435839e-10
b'carpenter's_hammer.n.01',l,0,1,0,10,50,3,0,1,1.0,13.0,10,0,0,1.7925826879724067e-06,3.5806133465617534e-08,2.8073727599275955e-06,5.59478650075107e-08
b'mallet.n.03',l,2,1,2,10,167,2,0,6,4.5,6.0,6,0,0,0.0003149945562768,2.5345045742142247e-06,0.0004763460262893,3.7842011124666897e-06
b'carpenter's_mallet.n.01',l,0,1,0,11,74,1,0,1,1.0,18.0,18,0,0,3.584916333926325e-07,3.565698958318819e-09,3.584916333926325e-07,3.565698958318819e-09
b'gavel.n.01',l,0,1,0,11,53,1,0,1,1.0,5.0,5,0,0,4.864449253361158e-05,7.238068064907566e-07,4.864449253361158e-05,7.238068064907566e-07
b'maul.n.01',l,0,1,0,10,58,3,0,5,3.333333333333333,7.333333333333333,4,0,0,0.0001452488771002,1.150249687498217e-06,0.0003902012102514,2.6292810844097403e-06
b'plexor.n.01',l,0,1,0,10,113,3,0,1,1.0,7.333333333333333,6,0,0,1.0413257736860415e-06,3.6474087407774767e-09,1.629391750052056e-06,6.904770089022349e-09
b'tack_hammer.n.01',l,0,1,0,10,42,1,3,1,1.0,11.0,11,0,0,1.209270912960747e-06,1.5350107851475062e-08,1.209270912960747e-06,1.5350107851475062e-08
b'hand_shovel.n.01',X,4,2,6,9,33,1,0,1,1.0,11.0,11,0,0,5.899214237103934e-07,5.953475268327679e-09,5.899214237103934e-07,5.953475268327679e-09
b'coal_shovel.n.01',X,0,1,0,10,32,1,0,1,1.0,11.0,11,0,0,1.0723116181110548e-06,1.3950420818531484e-08,1.0723116181110548e-06,1.3950420818531484e-08
b'entrenching_tool.n.01',X,0,1,0,10,57,2,0,1,1.0,15.5,15,0,0,9.523817882280128e-07,2.050440932321873e-08,1.7958127884742936e-06,3.9892235292882106e-08
b'spade.n.02',X,2,1,2,10,68,1,1,4,4.0,5.0,5,0,0,0.0004994089707679,3.539591943990672e-06,0.0004994089707679,3.539591943990672e-06
b'ditch_spade.n.01',X,0,1,0,11,53,2,0,1,1.0,14.5,11,0,0,1.828826361738312e-07,1.8640214372034336e-09,3.657652723476623e-07,3.728042874406867e-09
b'garden_spade.n.01',X,0,1,0,11,25,1,0,1,1.0,12.0,12,0,0,1.1544044181688309e-06,1.6524503099191182e-08,1.1544044181688309e-06,1.6524503099191182e-08
b'spud.n.02',X,0,1,0,10,51,2,0,4,2.5,7.0,4,0,0,8.324805163439919e-06,7.734879048371114e-08,1.6649610326879838e-05,1.5469758096742225e-07
b'marlinespike.n.01',b,0,1,0,9,93,3,0,1,1.0,11.666666666666666,11,0,0,1.5420214586683856e-06,1.572059700934621e-08,2.6348935496800507e-06,2.5220142418902473e-08
b'miter_box.n.01',b,0,1,0,9,66,2,0,1,1.0,9.0,9,0,0,1.4502495102319823e-06,1.737501154064347e-08,2.2868325900704534e-06,3.009791971209097e-08
b'opener.n.03',h,3,1,6,9,64,1,0,3,3.0,6.0,6,0,0,9.230866444553952e-05,2.181414629376377e-06,9.230866444553952e-05,2.181414629376377e-06
b'bottle_opener.n.01',b,2,1,2,10,49,1,0,1,1.0,13.0,13,0,0,1.6981011842776006e-06,6.310586719848743e-08,1.6981011842776006e-06,6.310586719848743e-08
b'cap_opener.n.01',l,0,1,0,11,31,1,0,1,1.0,10.0,10,0,0,3.513304627777991e-08,1.488123346771175e-09,3.513304627777991e-08,1.488123346771175e-09
b'corkscrew.n.01',b,0,1,0,11,32,2,1,2,1.5,10.5,9,0,0,3.092262624199149e-05,4.029108469846832e-07,6.172938915582904e-05,8.054397824253101e-07
b'can_opener.n.01',b,1,1,1,10,30,2,0,1,1.0,10.0,10,0,0,4.7383226958463975e-06,1.1792229859253213e-07,8.864207788561451e-06,2.2065902527401707e-07
b'church_key.n.01',l,0,1,0,11,74,1,0,1,1.0,10.0,10,0,0,8.26987538837809e-07,1.7259665696656157e-08,8.26987538837809e-07,1.7259665696656157e-08
b'latchstring.n.01',b,0,1,0,10,108,1,0,1,1.0,11.0,11,0,0,2.7098777161116416e-06,1.5461254054827123e-08,2.7098777161116416e-06,1.5461254054827123e-08
b'pallet.n.03',b,0,1,0,9,73,1,0,5,5.0,6.0,6,0,0,0.000168316502993,1.835291357110691e-06,0.000168316502993,1.835291357110691e-06
b'pestle.n.03',b,0,1,0,9,70,1,0,4,4.0,6.0,6,0,0,0.0001093288474578,8.748917537104717e-07,0.0001093288474578,8.748917537104717e-07
b'pick.n.06',h,2,1,2,9,58,1,0,21,21.0,4.0,4,0,0,0.0028883588133794,6.10895331192296e-05,0.0028883588133794,6.10895331192296e-05
b'icepick.n.01',b,0,1,0,10,85,2,0,1,1.0,7.5,7,1,0,3.6160746402502655e-06,8.852444888240997e-08,5.975472381236635e-06,1.6257041579592626e-07
b'toothpick.n.01',b,0,2,0,8,93,1,0,1,1.0,9.0,9,0,0,5.216205816527264e-05,1.021320457539332e-06,5.216205816527264e-05,1.021320457539332e-06
b'pincer.n.01',b,1,1,1,9,67,4,0,2,1.25,11.0,6,0,0,1.1549777143515794e-05,1.470998371999599e-07,2.151610861300668e-05,3.636224477077121e-07
b'roach_clip.n.01',l,0,1,0,10,56,2,0,1,1.0,11.0,10,0,0,9.278376407288737e-08,3.29516089934978e-09,1.5641795383936066e-07,6.4238223629331515e-09
b'pipe_cutter.n.01',b,0,1,0,9,28,1,0,1,1.0,11.0,11,0,0,1.0700198784796555e-06,6.754367065653355e-09,1.0700198784796555e-06,6.754367065653355e-09
b'pitchfork.n.01',b,0,1,0,9,85,1,2,2,2.0,9.0,9,1,0,4.069959422103864e-05,6.104806971052312e-07,4.069959422103864e-05,6.104806971052312e-07
b'plane.n.05',b,16,2,17,9,78,3,0,9,3.6666666666666665,13.0,5,0,0,0.0027167104388777,2.611206148366481e-05,0.008147794492288,7.832220217096619e-05
b'beading_plane.n.01',l,0,1,0,10,62,1,0,1,1.0,13.0,13,0,0,4.193236788699317e-08,1.0770605587961946e-10,4.193236788699317e-08,1.0770605587961946e-10
b'block_plane.n.01',l,0,1,0,10,40,1,0,1,1.0,11.0,11,0,0,1.7217081777487486e-06,2.347844763050944e-08,1.7217081777487486e-06,2.347844763050944e-08
b'bullnose.n.01',l,0,1,0,10,62,2,0,1,1.0,11.5,8,0,0,6.060598620460933e-07,1.5867410052550213e-08,1.2121197240921866e-06,3.1734820105100425e-08
b'chamfer_plane.n.01',l,0,1,0,10,33,1,0,1,1.0,13.0,13,0,0,1.6703989262623065e-07,1.6437604610786136e-09,1.6703989262623065e-07,1.6437604610786136e-09
b'circular_plane.n.01',l,0,1,0,10,70,2,0,1,1.0,13.5,13,0,0,1.8222061255526725e-06,7.909982169262975e-09,3.524212917604963e-06,1.3655962582959093e-08
b'combination_plane.n.01',l,0,1,0,10,70,1,0,1,1.0,17.0,17,0,0,1.8323885597748562e-07,2.7020412574074726e-09,1.8323885597748562e-07,2.7020412574074726e-09
b'dovetail_plane.n.01',l,0,1,0,10,68,1,0,1,1.0,14.0,14,0,0,0.0,0.0,0.0,0.0
b'fore_plane.n.01',l,0,1,0,10,73,1,0,1,1.0,10.0,10,0,0,3.097634984072784e-07,2.535051002450217e-09,3.097634984072784e-07,2.535051002450217e-09
b'jack_plane.n.01',l,0,1,0,10,39,1,0,1,1.0,10.0,10,0,0,2.389345987285907e-06,1.6737952357459562e-08,2.389345987285907e-06,1.6737952357459562e-08
b'jointer.n.01',l,0,1,0,10,84,4,0,1,1.0,11.0,7,0,0,3.165870820829794e-06,3.4332616721810545e-08,1.0931553779847114e-05,9.815559565140577e-08
b'match_plane.n.01',l,0,1,0,10,91,2,0,1,1.0,19.0,11,0,0,1.7350194590065593e-08,3.4287958236567384e-10,3.4700389180131186e-08,6.857591647313477e-10
b'openside_plane.n.01',l,1,1,1,10,43,2,0,1,1.0,13.0,12,0,0,2.542437310820711e-07,2.916962449361904e-09,5.084874621641422e-07,5.833924898723808e-09
b'dado_plane.n.01',l,0,1,0,11,32,1,0,1,1.0,10.0,10,0,0,4.9059601783807416e-08,6.165942201263873e-10,4.9059601783807416e-08,6.165942201263873e-10
b'router_plane.n.01',l,0,1,0,10,89,1,0,1,1.0,12.0,12,0,0,1.9825457876765373e-07,1.5958294130591355e-09,1.9825457876765373e-07,1.5958294130591355e-09
b'scrub_plane.n.01',l,0,1,0,10,56,1,0,1,1.0,11.0,11,0,0,4.7125496754896197e-08,1.0078956003134463e-09,4.7125496754896197e-08,1.0078956003134463e-09
b'smooth_plane.n.01',l,0,1,0,10,29,2,0,1,1.0,13.5,12,0,0,3.6011712055139533e-06,2.54018766021602e-08,5.577250506982878e-06,3.5414122301347106e-08
b'spokeshave.n.01',l,0,1,0,10,142,1,0,1,1.0,10.0,10,0,0,3.6604193123235262e-06,3.2917263581566665e-08,3.6604193123235262e-06,3.2917263581566665e-08
b'pliers.n.01',b,5,2,5,9,69,3,0,2,1.6666666666666667,8.666666666666666,6,1,0,3.376574825505093e-05,5.197604130794767e-07,8.702688169659467e-05,1.407366482908401e-06
b'locking_pliers.n.01',l,0,1,0,10,34,1,0,1,1.0,14.0,14,0,0,4.4988555703007204e-07,1.2613943667361129e-08,4.4988555703007204e-07,1.2613943667361129e-08
b'needlenose_pliers.n.01',l,0,1,0,10,46,1,0,1,1.0,17.0,17,0,0,3.578853257496517e-07,1.6981470007948474e-08,3.578853257496517e-07,1.6981470007948474e-08
b'pump-type_pliers.n.01',l,0,1,0,10,16,1,0,1,1.0,16.0,16,0,0,0.0,0.0,0.0,0.0
b'rib_joint_pliers.n.01',l,0,1,0,10,16,1,0,1,1.0,16.0,16,0,0,0.0,0.0,0.0,0.0
b'slip-joint_pliers.n.01',l,0,1,0,10,92,1,0,1,1.0,17.0,17,0,0,1.655385347965055e-07,5.8813387493472655e-09,1.655385347965055e-07,5.8813387493472655e-09
b'plumber's_snake.n.01',b,0,2,0,4,67,2,0,2,1.5,10.0,5,0,0,4.736117620178504e-05,3.58244150455711e-07,9.459337428552315e-05,7.1371326271219e-07
b'plunger.n.03',b,0,1,0,9,98,2,0,4,2.5,11.5,7,0,0,0.000124887690908,6.866649504555511e-07,0.000249089398669,1.3657267459166178e-06
b'ravehook.n.01',b,0,1,0,9,64,1,0,1,1.0,8.0,8,0,0,0.0,0.0,0.0,0.0
b'sandblaster.n.01',b,0,1,0,9,93,1,0,1,1.0,11.0,11,0,0,4.620783037867504e-07,1.2281236916322769e-08,4.620783037867504e-07,1.2281236916322769e-08
b'saw.n.02',b,7,1,16,9,44,1,0,28,28.0,3.0,3,2,0,0.0379017043305793,0.0004392367845866,0.0379017043305793,0.0004392367845866
b'bill.n.08',l,0,1,0,10,38,2,0,13,7.0,6.0,4,0,0,0.0062651712506787,3.0716069439939986e-05,0.0125260022541624,6.138594835647382e-05
b'bucksaw.n.01',l,0,1,0,10,109,1,0,1,1.0,7.0,7,0,0,1.0118635251910035e-06,1.5106474737791586e-08,1.0118635251910035e-06,1.5106474737791586e-08
b'crown_saw.n.01',l,0,1,0,10,55,1,0,1,1.0,9.0,9,0,0,3.512728595639336e-07,3.162016759539199e-09,3.512728595639336e-07,3.162016759539199e-09
b'folding_saw.n.01',l,0,1,0,10,81,1,0,1,1.0,11.0,11,0,0,8.719584704275364e-08,2.8789122197281362e-09,8.719584704275364e-08,2.8789122197281362e-09
b'hacksaw.n.01',l,0,1,0,10,40,3,0,1,1.0,8.0,7,0,0,5.685448667303028e-06,7.060823829322754e-08,1.112093987765128e-05,1.897760881774957e-07
b'handsaw.n.01',l,7,1,8,10,41,3,0,1,1.0,10.0,7,0,0,5.513951691756465e-06,5.7386182324610984e-08,1.0163517812689092e-05,1.224044687830883e-07
b'backsaw.n.01',l,0,1,0,11,71,2,0,1,1.0,7.5,7,0,0,1.7847037892260165e-06,2.0441821568795152e-08,2.3722764593836487e-06,2.1761596080693838e-08
b'compass_saw.n.01',l,0,1,0,11,59,1,0,1,1.0,11.0,11,0,0,1.0918565371276223e-06,5.080964315951064e-09,1.0918565371276223e-06,5.080964315951064e-09
b'coping_saw.n.01',l,0,1,0,11,71,1,0,1,1.0,10.0,10,0,0,3.436062748773949e-06,3.511910939835161e-08,3.436062748773949e-06,3.511910939835161e-08
b'crosscut_saw.n.01',l,0,1,0,11,62,3,0,1,1.0,12.666666666666666,10,0,0,1.7955422218265034e-06,1.7881844889081993e-08,4.6532244154517954e-06,4.886596371989072e-08
b'keyhole_saw.n.01',l,0,1,0,11,92,1,0,1,1.0,11.0,11,0,0,1.4700762509534115e-06,1.1562597990177892e-08,1.4700762509534115e-06,1.1562597990177892e-08
b'pruning_saw.n.01',l,1,1,1,11,32,1,0,1,1.0,11.0,11,0,0,1.084942625739771e-06,1.131656235386913e-08,1.084942625739771e-06,1.131656235386913e-08
b'pruner.n.02',l,0,1,0,12,108,3,0,2,1.3333333333333333,8.0,6,0,0,4.183761152687371e-06,2.2845210612132405e-08,8.566041452606754e-06,4.2905829999995155e-08
b'ripsaw.n.01',l,0,1,0,11,48,2,0,1,1.0,7.0,6,0,0,1.1815477049814671e-06,9.324581107250653e-09,2.3630954099629342e-06,1.8649162214501306e-08
b'two-handed_saw.n.01',l,1,1,1,10,63,4,0,3,1.5,11.75,7,0,0,8.501811780943849e-07,1.3653358035305152e-08,2.834907195992109e-06,4.761312233370064e-08
b'pitsaw.n.01',l,0,1,0,11,118,1,0,1,1.0,6.0,6,0,0,1.711894541955861e-07,1.5824488386328992e-09,1.711894541955861e-07,1.5824488386328992e-09
b'scraper.n.01',h,0,1,0,9,38,1,0,1,1.0,7.0,7,0,0,0.0001443004637629,9.759594377101166e-07,0.0001443004637629,9.759594377101166e-07
b'screwdriver.n.01',b,3,1,3,9,76,1,1,2,2.0,11.0,11,0,0,4.642612955496617e-05,1.1656977108032152e-06,4.642612955496617e-05,1.1656977108032152e-06
b'flat_tip_screwdriver.n.01',l,0,1,0,10,87,1,0,1,1.0,20.0,20,0,0,0.0,0.0,0.0,0.0
b'phillips_screwdriver.n.01',l,0,1,0,10,42,1,0,1,1.0,20.0,20,0,0,6.893830534759893e-07,2.9051974159699512e-08,6.893830534759893e-07,2.9051974159699512e-08
b'spiral_ratchet_screwdriver.n.01',l,0,1,0,10,158,2,0,1,1.0,22.5,19,1,0,1.343239109108385e-07,8.262411865800344e-10,2.1391325480402126e-07,1.488123346771175e-09
b'shovel.n.01',b,3,1,9,9,92,1,2,5,5.0,6.0,6,0,0,0.0004054735813951,4.515061846177559e-06,0.0004054735813951,4.515061846177559e-06
b'posthole_digger.n.01',l,0,1,0,10,31,2,0,1,1.0,15.5,15,0,0,5.26205615802855e-07,1.0117590210079186e-08,6.006548262660338e-07,1.1954390366497591e-08
b'scoop.n.05',l,0,1,0,10,43,2,0,8,4.5,8.5,5,2,0,9.22264595804856e-05,1.670427337563396e-06,0.0001834146420236,3.330526737954642e-06
b'soldering_iron.n.01',b,0,1,0,9,62,1,0,1,1.0,14.0,14,0,0,1.190255860572531e-05,1.478647746466777e-07,1.190255860572531e-05,1.478647746466777e-07
b'spatula.n.02',b,3,1,3,9,76,1,0,2,2.0,7.0,7,1,0,0.0001061628500167,1.3730805221712217e-06,0.0001061628500167,1.3730805221712217e-06
b'palette_knife.n.01',l,0,1,0,10,75,1,0,1,1.0,13.0,13,0,0,8.978851450014425e-06,1.282858299589407e-07,8.978851450014425e-06,1.282858299589407e-07
b'putty_knife.n.01',l,0,1,0,10,36,1,0,1,1.0,11.0,11,0,0,5.198500124203864e-06,7.672574398043254e-08,5.198500124203864e-06,7.672574398043254e-08
b'slice.n.06',l,0,1,0,10,36,1,0,10,10.0,5.0,5,0,0,0.0005948292180164,1.2503325251600472e-05,0.0005948292180164,1.2503325251600472e-05
b'spreader.n.01',b,0,1,0,9,35,1,0,2,2.0,8.0,8,0,0,4.8432035903545056e-05,4.418607204570435e-07,4.8432035903545056e-05,4.418607204570435e-07
b'square.n.08',b,3,1,4,9,99,1,0,25,25.0,6.0,6,0,0,0.012978392518562,9.414134547114372e-05,0.012978392518562,9.414134547114372e-05
